Country,Date,Forecast Active Cases,Forecast Active Cases Lower Bound,Forecast Active Cases Upper Bound,Forecast Confirmed Cases,Forecast Confirmed Cases Lower Bound,Forecast Confirmed Cases Upper Bound,Forecast New Cases,Forecast New Cases Lower Bound,Forecast New Cases Upper Bound,Lang,Lat,Province,uid
Venezuela,2020-04-05,99,91,107,161,156,167,3,0,7,-66.5897,6.4238,,Venezuela
Tunisia,2020-04-05,579,529,632,608,566,644,59,19,100,9.0,34.0,,Tunisia
Dominican Republic,2020-04-06,1620,1449,1812,1799,1638,1953,98,38,164,-70.1627,18.7357,,Dominican Republic
"Korea, South",2020-04-06,3309,2893,3764,11054,10138,12142,107,0,214,128.0,36.0,,"Korea, South"
New Zealand,2020-04-06,971,856,1109,1155,1041,1265,88,40,135,174.886,-40.9006,,New Zealand
Denmark,2020-04-06,86,73,97,190,182,199,0,0,4,-6.9118,61.8926,Faroe Islands,Denmark - Faroe Islands
Australia,2020-04-06,383,337,423,456,424,488,18,1,34,138.6007,-34.9285,South Australia,Australia - South Australia
Cuba,2020-04-06,315,262,376,352,318,390,33,13,56,-80.0,22.0,,Cuba
Norway,2020-04-06,5862,5343,6393,6192,5893,6508,223,121,308,8.4689,60.472,,Norway
United Kingdom,2020-04-06,294,249,346,322,274,376,38,10,66,-2.3644,49.3723,Channel Islands,United Kingdom - Channel Islands
Cyprus,2020-04-06,466,405,523,516,469,576,52,16,90,33.4299,35.1264,,Cyprus
Australia,2020-04-06,78,68,90,86,80,93,4,0,9,145.9707,-41.4545,Tasmania,Australia - Tasmania
North Macedonia,2020-04-06,529,454,607,576,516,633,60,10,107,21.7453,41.6086,,North Macedonia
Denmark,2020-04-06,2758,2533,2993,4793,4379,5180,400,136,681,9.5018,56.2639,,Denmark
Honduras,2020-04-06,309,237,375,328,286,387,37,7,66,-86.2419,15.2,,Honduras
Algeria,2020-04-06,1260,1089,1440,1570,1336,1768,174,39,279,1.6596,28.0339,,Algeria
Nigeria,2020-04-06,216,182,246,258,225,288,18,0,36,8.6753,9.082,,Nigeria
Netherlands,2020-04-06,16655,15381,18057,19183,18210,20321,997,673,1348,5.2913,52.1326,,Netherlands
United Kingdom,2020-04-06,48,41,57,113,100,125,6,0,15,-5.3536,36.1408,Gibraltar,United Kingdom - Gibraltar
Sweden,2020-04-06,6805,6150,7598,7679,7163,8184,598,303,865,16.0,63.0,,Sweden
Vietnam,2020-04-06,141,123,155,254,239,270,6,2,9,108.0,16.0,,Vietnam
Czechia,2020-04-06,4909,4481,5444,5189,4860,5612,375,217,525,15.472999999999999,49.8175,,Czechia
United Kingdom,2020-04-06,167,127,207,158,128,187,21,0,50,-4.5481,54.2361,Isle of Man,United Kingdom - Isle of Man
United Kingdom,2020-04-06,47613,43179,52237,51266,46950,56218,4996,2534,7156,-3.4360000000000004,55.3781,,United Kingdom
Ecuador,2020-04-06,3764,3264,4224,4181,3834,4544,286,56,516,-78.1834,-1.8312,,Ecuador
Malta,2020-04-06,228,199,254,234,217,251,11,0,34,14.3754,35.9375,,Malta
US,2020-04-06,358614,325688,397717,375506,340656,402883,35507,21453,57402,-95.7129,37.0902,,US
France,2020-04-06,329,288,376,392,349,427,18,0,48,55.2471,-21.1351,Reunion,France - Reunion
Ghana,2020-04-06,181,152,200,229,210,248,6,0,14,-1.0232,7.9465,,Ghana
Malaysia,2020-04-06,2675,2457,2913,3960,3678,4169,201,106,333,112.5,2.5,,Malaysia
Armenia,2020-04-06,841,726,956,919,835,1015,67,19,109,45.0382,40.0691,,Armenia
France,2020-04-06,123,108,137,163,149,179,6,0,24,-61.0242,14.6415,Martinique,France - Martinique
France,2020-04-06,140,113,171,163,141,184,15,0,24,45.1662,-12.8275,Mayotte,France - Mayotte
Venezuela,2020-04-06,101,88,114,167,156,175,3,0,8,-66.5897,6.4238,,Venezuela
France,2020-04-06,79849,72358,87618,103854,93813,112983,14959,1823,26065,2.2137,46.2276,,France
Latvia,2020-04-06,563,491,655,573,533,623,26,3,52,24.6032,56.8796,,Latvia
Lithuania,2020-04-06,898,778,1015,908,819,998,71,33,107,23.8813,55.1694,,Lithuania
Uzbekistan,2020-04-06,287,242,330,319,272,356,32,5,57,64.5853,41.3775,,Uzbekistan
Argentina,2020-04-06,1356,1180,1580,1750,1574,1936,166,50,290,-63.6167,-38.4161,,Argentina
Lebanon,2020-04-06,471,422,523,561,528,591,13,2,21,35.8623,33.8547,,Lebanon
Luxembourg,2020-04-06,2290,2094,2461,3083,2859,3274,126,56,213,6.1296,49.8153,,Luxembourg
Australia,2020-04-06,959,850,1064,1007,939,1083,37,10,63,153.4,-28.0167,Queensland,Australia - Queensland
Andorra,2020-04-06,459,407,521,527,486,563,18,0,36,1.5218,42.5063,,Andorra
Netherlands,2020-04-06,71,61,81,71,64,77,2,0,5,-70.0358,12.5186,Aruba,Netherlands - Aruba
Ireland,2020-04-06,5196,4579,5765,5577,5145,6019,453,243,621,-7.6921,53.1424,,Ireland
Egypt,2020-04-06,868,760,984,1264,1174,1366,109,21,197,30.0,26.0,,Egypt
Morocco,2020-04-06,929,779,1066,1116,967,1217,112,51,163,-7.0926,31.7917,,Morocco
Estonia,2020-04-06,1091,975,1210,1196,1095,1267,94,46,148,25.0136,58.5953,,Estonia
Kuwait,2020-04-06,489,391,596,589,517,667,89,2,168,47.75,29.5,,Kuwait
Mauritius,2020-04-06,209,181,240,227,206,252,16,1,32,57.5,-20.2,,Mauritius
Australia,2020-04-06,2742,2496,2937,2832,2667,2988,88,38,152,151.2093,-33.8688,New South Wales,Australia - New South Wales
Moldova,2020-04-06,948,760,1162,971,811,1097,156,40,264,28.3699,47.4116,,Moldova
Greece,2020-04-06,1689,1499,1856,1893,1751,2015,91,26,155,21.8243,39.0742,,Greece
France,2020-04-06,43,35,50,70,63,79,4,0,12,-53.1258,3.9339,French Guiana,France - French Guiana
Mexico,2020-04-06,1041,952,1138,2066,1831,2251,195,99,302,-102.5528,23.6345,,Mexico
Uruguay,2020-04-06,308,277,343,440,415,471,16,0,35,-55.7658,-32.5228,,Uruguay
Australia,2020-04-06,75,66,85,100,93,106,3,0,8,149.0124,-35.4735,Australian Capital Territory,Australia - Australian Capital Territory
France,2020-04-06,108,93,122,145,135,155,4,0,10,-61.5833,16.25,Guadeloupe,France - Guadeloupe
Finland,2020-04-06,1679,1509,1840,2108,1948,2270,156,62,289,26.0,64.0,,Finland
Oman,2020-04-06,245,209,285,322,290,353,25,7,43,57.0,21.0,,Oman
Hungary,2020-04-06,678,593,767,795,721,866,60,27,90,19.5033,47.1625,,Hungary
Australia,2020-04-06,599,541,641,1282,1205,1367,47,11,78,144.9631,-37.8136,Victoria,Australia - Victoria
Canada,2020-04-06,1219,1093,1369,1264,1144,1392,93,19,161,-116.5765,53.9333,Alberta,Canada - Alberta
Serbia,2020-04-06,2006,1728,2297,2000,1733,2241,216,127,400,21.0059,44.0165,,Serbia
Italy,2020-04-06,92421,85835,99000,137146,130738,143476,4952,2670,7120,12.0,43.0,,Italy
Thailand,2020-04-06,1390,1296,1525,2338,2164,2517,105,40,177,101.0,15.0,,Thailand
Canada,2020-04-06,1254,1113,1386,1346,1256,1411,41,4,79,-123.1207,49.2827,British Columbia,Canada - British Columbia
Senegal,2020-04-06,149,131,176,246,227,268,14,0,34,-14.4524,14.4974,,Senegal
Afghanistan,2020-04-06,336,287,387,360,311,406,28,0,55,65.0,33.0,,Afghanistan
Saudi Arabia,2020-04-06,1887,1717,2080,2539,2319,2736,178,92,271,45.0,24.0,,Saudi Arabia
Indonesia,2020-04-06,2006,1791,2169,2437,2299,2633,159,82,239,113.9213,-0.7893,,Indonesia
Canada,2020-04-06,83,68,99,104,93,115,2,0,9,-66.4619,46.5653,New Brunswick,Canada - New Brunswick
San Marino,2020-04-06,208,178,232,271,261,287,8,0,24,12.4578,43.9424,,San Marino
Croatia,2020-04-06,1114,994,1242,1303,1202,1398,74,26,124,15.2,45.1,,Croatia
Bahrain,2020-04-06,281,243,319,782,716,835,32,0,81,50.55,26.0275,,Bahrain
Canada,2020-04-06,207,169,251,219,184,253,16,0,37,-98.8139,53.7609,Manitoba,Canada - Manitoba
Singapore,2020-04-06,934,815,1033,1344,1260,1439,78,46,115,103.8333,1.2833,,Singapore
Cameroon,2020-04-06,779,567,968,805,622,986,109,0,283,11.5021,3.8480000000000003,,Cameroon
Belgium,2020-04-06,15958,14376,17433,21681,20107,23092,1619,1149,2018,4.0,50.8333,,Belgium
Bosnia and Herzegovina,2020-04-06,676,584,765,749,677,828,65,30,108,17.6791,43.9159,,Bosnia and Herzegovina
Brazil,2020-04-06,12616,11184,13812,13126,11508,14627,1487,737,2420,-51.9253,-14.235,,Brazil
Sri Lanka,2020-04-06,144,123,165,180,169,192,11,0,28,81.0,7.0,,Sri Lanka
Iraq,2020-04-06,624,547,703,1023,944,1105,57,11,105,44.0,33.0,,Iraq
Brunei,2020-04-06,68,61,74,141,135,148,1,0,2,114.7277,4.5353,,Brunei
Spain,2020-04-06,86065,79405,95479,145564,136929,154513,7964,4826,11360,-4.0,40.0,,Spain
Switzerland,2020-04-06,13637,12614,14773,22917,21672,24035,987,573,1417,8.2275,46.8182,,Switzerland
Bulgaria,2020-04-06,489,430,551,570,531,604,23,0,48,25.4858,42.7339,,Bulgaria
South Africa,2020-04-06,1564,1410,1739,1748,1660,1843,54,24,88,22.9375,-30.5595,,South Africa
Burkina Faso,2020-04-06,254,223,287,354,329,380,14,0,30,-1.5616,12.2383,,Burkina Faso
Slovenia,2020-04-06,941,847,1025,1092,1028,1152,52,18,81,14.9955,46.1512,,Slovenia
Israel,2020-04-06,8755,7971,9516,9761,8790,10802,643,289,908,35.0,31.0,,Israel
Cambodia,2020-04-06,61,52,67,118,112,123,0,0,2,104.9167,11.55,,Cambodia
Slovakia,2020-04-06,516,433,565,531,501,567,30,0,58,19.699,48.669,,Slovakia
Taiwan*,2020-04-06,305,267,340,370,353,395,7,2,12,121.0,23.7,,Taiwan*
Iran,2020-04-06,35663,33286,39196,63914,59953,67767,2991,1697,4775,53.0,32.0,,Iran
Canada,2020-04-06,201,172,229,221,203,245,7,0,17,-57.6604,53.1355,Newfoundland and Labrador,Canada - Newfoundland and Labrador
Germany,2020-04-06,74517,67362,80556,110815,102215,119047,6061,4002,8544,9.0,51.0,,Germany
Japan,2020-04-06,3101,2653,3535,3789,3392,4231,439,161,608,138.0,36.0,,Japan
Austria,2020-04-06,9464,8863,10135,13302,12615,14048,389,175,659,14.5501,47.5162,,Austria
Chile,2020-04-06,4262,3737,4751,5061,4643,5488,455,236,686,-71.543,-35.6751,,Chile
Poland,2020-04-06,4200,3621,4665,4446,4082,4774,410,204,632,19.1451,51.9194,,Poland
Cote d'Ivoire,2020-04-06,249,209,285,289,253,319,25,4,43,-5.5471,7.54,,Cote d'Ivoire
Iceland,2020-04-06,1074,983,1167,1595,1489,1702,69,22,124,-19.0208,64.9631,,Iceland
West Bank and Gaza,2020-04-06,248,197,311,269,231,306,27,0,69,35.2332,31.9522,,West Bank and Gaza
Panama,2020-04-06,1918,1657,2210,2014,1805,2193,198,87,286,-80.7821,8.538,,Panama
Colombia,2020-04-06,1552,1366,1782,1665,1507,1843,142,39,257,-74.2973,4.5709,,Colombia
Ukraine,2020-04-06,1516,1282,1787,1582,1381,1826,198,70,318,31.1656,48.3794,,Ukraine
Peru,2020-04-06,759,695,831,2154,1880,2363,214,86,307,-75.0152,-9.19,,Peru
Australia,2020-04-06,358,316,399,484,451,511,16,0,45,115.8605,-31.9505,Western Australia,Australia - Western Australia
Kazakhstan,2020-04-06,591,515,671,645,576,717,62,22,96,66.9237,48.0196,,Kazakhstan
Costa Rica,2020-04-06,461,399,510,484,451,517,22,3,42,-83.7534,9.7489,,Costa Rica
Philippines,2020-04-06,3614,3213,4046,3903,3416,4327,322,108,546,122.0,13.0,,Philippines
Portugal,2020-04-06,12241,10750,13620,12676,11703,13895,919,539,1399,-8.2245,39.3999,,Portugal
Turkey,2020-04-06,29408,26314,32951,30436,26828,34141,3313,1429,5218,35.2433,38.9637,,Turkey
Jordan,2020-04-06,250,223,283,352,331,375,11,5,16,36.51,31.24,,Jordan
Canada,2020-04-06,272,222,323,279,240,312,28,0,52,-63.7443,44.681999999999995,Nova Scotia,Canada - Nova Scotia
Russia,2020-04-06,5836,4975,6577,6243,5418,7085,762,137,1329,90.0,60.0,,Russia
India,2020-04-06,3660,3152,4202,4002,3448,4543,538,226,848,78.0,21.0,,India
Tunisia,2020-04-06,624,532,719,658,578,733,66,13,103,9.0,34.0,,Tunisia
Canada,2020-04-06,4612,3940,5221,4740,4080,5283,534,182,853,-85.3232,51.2538,Ontario,Canada - Ontario
Canada,2020-04-06,227,196,263,247,226,265,8,0,17,-106.4509,52.9399,Saskatchewan,Canada - Saskatchewan
Romania,2020-04-06,3829,3375,4345,4489,4064,4882,481,202,627,24.9668,45.9432,,Romania
United Arab Emirates,2020-04-06,1849,1553,2179,1961,1610,2334,287,76,496,54.0,24.0,,United Arab Emirates
Canada,2020-04-06,7428,6650,8391,7655,6995,8433,546,174,799,-73.5491,52.9399,Quebec,Canada - Quebec
Qatar,2020-04-06,1482,1353,1723,1590,1435,1764,201,6,400,51.1839,25.3548,,Qatar
Albania,2020-04-06,227,198,263,382,349,410,27,0,52,20.1683,41.1533,,Albania
Pakistan,2020-04-06,3076,2741,3441,3327,3053,3619,275,92,435,69.3451,30.3753,,Pakistan
Azerbaijan,2020-04-06,602,518,699,648,583,726,77,32,129,47.5769,40.1431,,Azerbaijan
Latvia,2020-04-07,594,482,694,608,560,661,20,0,47,24.6032,56.8796,,Latvia
Kazakhstan,2020-04-07,659,520,808,713,619,820,66,14,114,66.9237,48.0196,,Kazakhstan
Ireland,2020-04-07,5550,4733,6438,6046,5504,6733,449,266,657,-7.6921,53.1424,,Ireland
Vietnam,2020-04-07,139,117,158,257,239,284,6,0,12,108.0,16.0,,Vietnam
Israel,2020-04-07,9396,8190,10588,10580,9353,11986,817,70,1042,35.0,31.0,,Israel
Venezuela,2020-04-07,107,88,122,174,157,183,2,0,6,-66.5897,6.4238,,Venezuela
Jordan,2020-04-07,255,217,298,367,339,398,9,0,23,36.51,31.24,,Jordan
"Korea, South",2020-04-07,3171,2545,3732,11641,10405,13040,94,0,211,128.0,36.0,,"Korea, South"
Italy,2020-04-07,94106,84974,102357,145026,135756,154728,5109,2312,8133,12.0,43.0,,Italy
Kuwait,2020-04-07,561,406,726,665,561,795,79,0,189,47.75,29.5,,Kuwait
Japan,2020-04-07,3413,2664,4026,4235,3609,4934,474,43,737,138.0,36.0,,Japan
West Bank and Gaza,2020-04-07,277,189,370,311,240,373,38,0,93,35.2332,31.9522,,West Bank and Gaza
Sri Lanka,2020-04-07,153,123,190,187,172,203,14,0,42,81.0,7.0,,Sri Lanka
Lebanon,2020-04-07,486,419,552,588,545,629,15,0,36,35.8623,33.8547,,Lebanon
Turkey,2020-04-07,33518,28719,38960,33931,28699,38910,3680,1209,5995,35.2433,38.9637,,Turkey
Philippines,2020-04-07,3995,3329,4730,4284,3693,4925,389,54,641,122.0,13.0,,Philippines
Poland,2020-04-07,4580,3695,5366,4915,4345,5491,421,208,738,19.1451,51.9194,,Poland
Portugal,2020-04-07,13275,11361,15038,13789,12340,15321,913,426,1495,-8.2245,39.3999,,Portugal
Tunisia,2020-04-07,685,551,820,717,609,831,64,0,131,9.0,34.0,,Tunisia
Qatar,2020-04-07,1710,1428,2024,1756,1551,2036,262,0,520,51.1839,25.3548,,Qatar
Romania,2020-04-07,4242,3625,5010,5002,4414,5744,478,240,685,24.9668,45.9432,,Romania
Russia,2020-04-07,6709,5223,8267,7121,5852,8404,870,253,1473,90.0,60.0,,Russia
San Marino,2020-04-07,214,177,252,281,262,304,5,0,19,12.4578,43.9424,,San Marino
Thailand,2020-04-07,1417,1255,1602,2478,2280,2681,116,44,173,101.0,15.0,,Thailand
Saudi Arabia,2020-04-07,1996,1746,2260,2737,2449,3024,169,66,282,45.0,24.0,,Saudi Arabia
Senegal,2020-04-07,157,132,193,262,234,298,12,0,29,-14.4524,14.4974,,Senegal
Taiwan*,2020-04-07,310,261,364,383,356,417,8,1,15,121.0,23.7,,Taiwan*
Serbia,2020-04-07,2233,1825,2698,2231,1873,2624,251,111,435,21.0059,44.0165,,Serbia
Singapore,2020-04-07,971,803,1126,1423,1311,1569,76,22,138,103.8333,1.2833,,Singapore
Slovakia,2020-04-07,548,433,625,562,520,612,30,0,65,19.699,48.669,,Slovakia
Switzerland,2020-04-07,13771,12540,15111,24221,22876,25636,964,376,1546,8.2275,46.8182,,Switzerland
Slovenia,2020-04-07,979,849,1114,1156,1064,1245,46,6,95,14.9955,46.1512,,Slovenia
South Africa,2020-04-07,1628,1412,1870,1845,1703,1975,54,7,93,22.9375,-30.5595,,South Africa
Sweden,2020-04-07,7303,6349,8352,8279,7511,8952,617,160,1013,16.0,63.0,,Sweden
Spain,2020-04-07,90024,79698,101991,153969,142835,165331,8001,5410,11281,-4.0,40.0,,Spain
Peru,2020-04-07,749,667,847,2365,2042,2694,226,74,384,-75.0152,-9.19,,Peru
Uzbekistan,2020-04-07,319,256,400,351,287,403,37,5,73,64.5853,41.3775,,Uzbekistan
Panama,2020-04-07,2031,1689,2488,2217,1897,2504,213,92,320,-80.7821,8.538,,Panama
Pakistan,2020-04-07,3315,2804,3873,3626,3228,3977,293,120,452,69.3451,30.3753,,Pakistan
Lithuania,2020-04-07,991,801,1174,984,877,1115,72,17,129,23.8813,55.1694,,Lithuania
US,2020-04-07,397717,344020,449719,403645,362548,447815,38025,20890,61169,-95.7129,37.0902,,US
Luxembourg,2020-04-07,2348,2077,2633,3291,3014,3545,160,15,269,6.1296,49.8153,,Luxembourg
Malaysia,2020-04-07,2796,2454,3129,4153,3840,4442,222,66,336,112.5,2.5,,Malaysia
Malta,2020-04-07,239,193,287,244,223,266,12,0,32,14.3754,35.9375,,Malta
Uruguay,2020-04-07,314,273,361,463,428,503,21,3,46,-55.7658,-32.5228,,Uruguay
Mauritius,2020-04-07,223,182,266,245,216,275,15,0,28,57.5,-20.2,,Mauritius
Mexico,2020-04-07,1089,955,1213,2270,2000,2539,202,80,308,-102.5528,23.6345,,Mexico
United Kingdom,2020-04-07,52622,45820,58977,56850,51044,63874,5194,2391,7903,-3.4360000000000004,55.3781,,United Kingdom
Moldova,2020-04-07,1111,814,1411,1109,881,1309,161,0,343,28.3699,47.4116,,Moldova
Morocco,2020-04-07,1009,818,1204,1238,1046,1377,109,43,179,-7.0926,31.7917,,Morocco
Netherlands,2020-04-07,75,61,90,74,65,83,2,0,7,-70.0358,12.5186,Aruba,Netherlands - Aruba
Netherlands,2020-04-07,17630,15552,19648,20583,19012,22421,1105,610,1636,5.2913,52.1326,,Netherlands
United Kingdom,2020-04-07,50,39,65,118,102,135,3,0,14,-5.3536,36.1408,Gibraltar,United Kingdom - Gibraltar
New Zealand,2020-04-07,1034,855,1215,1273,1101,1452,114,44,149,174.886,-40.9006,,New Zealand
Nigeria,2020-04-07,232,181,275,283,229,328,16,0,30,8.6753,9.082,,Nigeria
United Kingdom,2020-04-07,326,255,401,363,280,435,39,1,82,-2.3644,49.3723,Channel Islands,United Kingdom - Channel Islands
North Macedonia,2020-04-07,585,474,696,626,549,718,58,0,109,21.7453,41.6086,,North Macedonia
United Arab Emirates,2020-04-07,2138,1670,2687,2302,1697,2832,313,0,573,54.0,24.0,,United Arab Emirates
Norway,2020-04-07,6152,5419,6930,6533,6074,7065,243,67,422,8.4689,60.472,,Norway
Oman,2020-04-07,260,205,323,349,302,391,26,0,51,57.0,21.0,,Oman
Ukraine,2020-04-07,1734,1384,2081,1785,1475,2161,237,64,373,31.1656,48.3794,,Ukraine
United Kingdom,2020-04-07,194,127,251,178,136,225,26,0,62,-4.5481,54.2361,Isle of Man,United Kingdom - Isle of Man
Cyprus,2020-04-07,511,417,599,569,501,663,53,2,99,33.4299,35.1264,,Cyprus
Denmark,2020-04-07,87,72,102,195,183,208,1,0,3,-6.9118,61.8926,Faroe Islands,Denmark - Faroe Islands
Australia,2020-04-07,77,65,93,104,94,113,3,0,7,149.0124,-35.4735,Australian Capital Territory,Australia - Australian Capital Territory
Canada,2020-04-07,8036,6781,9363,8369,7262,9499,503,73,898,-73.5491,52.9399,Quebec,Canada - Quebec
France,2020-04-07,152,114,194,175,150,203,11,0,31,45.1662,-12.8275,Mayotte,France - Mayotte
Azerbaijan,2020-04-07,651,532,818,719,606,847,53,0,125,47.5769,40.1431,,Azerbaijan
Canada,2020-04-07,5202,4053,6154,5300,4441,6132,560,271,910,-85.3232,51.2538,Ontario,Canada - Ontario
France,2020-04-07,350,287,416,420,366,471,21,0,42,55.2471,-21.1351,Reunion,France - Reunion
Armenia,2020-04-07,912,744,1082,996,880,1122,79,26,129,45.0382,40.0691,,Armenia
Canada,2020-04-07,298,230,377,307,258,359,28,0,65,-63.7443,44.681999999999995,Nova Scotia,Canada - Nova Scotia
France,2020-04-07,112,89,133,151,136,163,3,0,10,-61.5833,16.25,Guadeloupe,France - Guadeloupe
France,2020-04-07,130,106,152,171,152,190,12,0,38,-61.0242,14.6415,Martinique,France - Martinique
France,2020-04-07,90263,79251,101700,114417,102339,126030,16537,5430,28972,2.2137,46.2276,,France
Bahrain,2020-04-07,291,243,341,837,751,914,29,0,80,50.55,26.0275,,Bahrain
Canada,2020-04-07,87,68,109,107,93,122,3,0,9,-66.4619,46.5653,New Brunswick,Canada - New Brunswick
Argentina,2020-04-07,1490,1223,1798,1932,1699,2197,195,73,365,-63.6167,-38.4161,,Argentina
Germany,2020-04-07,77583,67402,85789,118733,109383,127134,6677,3969,9810,9.0,51.0,,Germany
Canada,2020-04-07,229,170,287,239,193,293,17,0,46,-98.8139,53.7609,Manitoba,Canada - Manitoba
Canada,2020-04-07,211,169,256,238,209,269,5,0,18,-57.6604,53.1355,Newfoundland and Labrador,Canada - Newfoundland and Labrador
Canada,2020-04-07,237,191,291,263,231,290,11,0,30,-106.4509,52.9399,Saskatchewan,Canada - Saskatchewan
France,2020-04-07,46,35,58,74,64,88,2,0,11,-53.1258,3.9339,French Guiana,France - French Guiana
Austria,2020-04-07,9602,8633,10657,14025,13191,14974,361,86,692,14.5501,47.5162,,Austria
Czechia,2020-04-07,5263,4511,6051,5598,5161,6152,394,165,609,15.472999999999999,49.8175,,Czechia
Cuba,2020-04-07,342,259,430,385,336,443,25,0,48,-80.0,22.0,,Cuba
Croatia,2020-04-07,1179,1021,1355,1394,1254,1529,72,24,125,15.2,45.1,,Croatia
Australia,2020-04-07,612,529,696,1371,1250,1478,54,0,104,144.9631,-37.8136,Victoria,Australia - Victoria
Australia,2020-04-07,402,340,452,486,434,535,22,0,39,138.6007,-34.9285,South Australia,Australia - South Australia
Denmark,2020-04-07,2837,2496,3228,5231,4594,5742,450,143,791,9.5018,56.2639,,Denmark
Cote d'Ivoire,2020-04-07,265,209,316,315,261,359,17,0,45,-5.5471,7.54,,Cote d'Ivoire
Dominican Republic,2020-04-07,1725,1477,1991,1942,1744,2142,114,0,224,-70.1627,18.7357,,Dominican Republic
Costa Rica,2020-04-07,482,405,557,515,471,559,22,3,41,-83.7534,9.7489,,Costa Rica
Ecuador,2020-04-07,4061,3322,4633,4566,4063,5123,348,0,682,-78.1834,-1.8312,,Ecuador
Australia,2020-04-07,372,307,442,517,472,562,18,0,48,115.8605,-31.9505,Western Australia,Australia - Western Australia
Australia,2020-04-07,991,852,1160,1064,970,1164,39,0,80,153.4,-28.0167,Queensland,Australia - Queensland
Egypt,2020-04-07,941,762,1104,1368,1223,1521,138,27,234,30.0,26.0,,Egypt
Colombia,2020-04-07,1674,1411,1978,1821,1579,2064,166,50,291,-74.2973,4.5709,,Colombia
Estonia,2020-04-07,1162,985,1353,1305,1154,1402,101,46,162,25.0136,58.5953,,Estonia
Australia,2020-04-07,2878,2549,3211,3012,2782,3251,80,41,121,151.2093,-33.8688,New South Wales,Australia - New South Wales
Finland,2020-04-07,1761,1549,1993,2262,2074,2454,195,35,332,26.0,64.0,,Finland
Chile,2020-04-07,4587,3813,5419,5602,4931,6228,45,216,706,-71.543,-35.6751,,Chile
Ghana,2020-04-07,190,153,220,240,215,265,4,0,14,-1.0232,7.9465,,Ghana
Canada,2020-04-07,1295,1108,1495,1409,1295,1522,47,0,110,-123.1207,49.2827,British Columbia,Canada - British Columbia
Australia,2020-04-07,82,67,101,91,82,100,2,0,7,145.9707,-41.4545,Tasmania,Australia - Tasmania
Brunei,2020-04-07,70,61,80,144,137,153,1,0,3,114.7277,4.5353,,Brunei
Algeria,2020-04-07,1403,1133,1693,1750,1432,2023,163,32,320,1.6596,28.0339,,Algeria
Cambodia,2020-04-07,60,50,70,120,112,125,0,0,3,104.9167,11.55,,Cambodia
Honduras,2020-04-07,348,239,448,369,295,454,38,1,74,-86.2419,15.2,,Honduras
Belgium,2020-04-07,17105,15063,19245,23627,21483,26043,1736,896,2534,4.0,50.8333,,Belgium
Bulgaria,2020-04-07,516,432,608,604,554,654,30,0,73,25.4858,42.7339,,Bulgaria
Cameroon,2020-04-07,919,648,1246,934,672,1200,154,0,307,11.5021,3.8480000000000003,,Cameroon
Hungary,2020-04-07,726,604,838,854,764,963,54,13,100,19.5033,47.1625,,Hungary
Iceland,2020-04-07,1106,961,1253,1695,1560,1809,69,0,120,-19.0208,64.9631,,Iceland
Afghanistan,2020-04-07,363,287,442,396,329,466,29,0,63,65.0,33.0,,Afghanistan
Iran,2020-04-07,37049,33375,42067,68282,63072,73585,3391,1397,5292,53.0,32.0,,Iran
Brazil,2020-04-07,14327,12410,16093,14701,12426,16634,1659,609,2559,-51.9253,-14.235,,Brazil
Albania,2020-04-07,239,193,289,410,366,447,33,0,60,20.1683,41.1533,,Albania
Greece,2020-04-07,1785,1513,2051,2029,1829,2213,88,0,180,21.8243,39.0742,,Greece
Iraq,2020-04-07,655,542,773,1109,987,1224,64,10,109,44.0,33.0,,Iraq
Burkina Faso,2020-04-07,263,219,315,375,340,412,14,0,31,-1.5616,12.2383,,Burkina Faso
Bosnia and Herzegovina,2020-04-07,730,581,882,819,709,954,81,24,148,17.6791,43.9159,,Bosnia and Herzegovina
India,2020-04-07,4193,3431,5007,4572,3742,5391,534,103,944,78.0,21.0,,India
Andorra,2020-04-07,478,396,571,561,512,608,23,1,42,1.5218,42.5063,,Andorra
Canada,2020-04-07,1332,1132,1541,1371,1203,1536,109,6,217,-116.5765,53.9333,Alberta,Canada - Alberta
